from_node,to_node,length_m,travel_time_s,cost
61329896,2918219392,98.09,14.13,1
61329896,61321054,71.77,8.61,1
61329925,61318569,51.63,6.2,0
61329927,61321680,97.73,17.59,0
61329927,61329931,86.33,15.54,0
61329931,61329938,84.06,15.13,0
61329935,61321801,191.67,34.5,0
61329935,61317531,76.33,13.74,0
61329938,61321695,105.16,18.93,0
61329938,279149791,71.21,8.55,0
61329942,61321968,49.41,5.93,1
61329961,5530123246,8.94,1.07,0
61329961,11262063785,93.86,11.26,0
61329961,5530123247,19.93,2.39,0
61329962,61324183,109.27,13.11,0
61329966,61329968,78.71,14.17,0
61329966,61322236,79.4,14.29,0
61329968,61332566,74.04,13.33,0
61329968,61329966,78.71,14.17,0
61329968,61322352,199.98,36,0
61329970,61324161,153.69,18.44,0
61329985,5835143872,33,4.75,0
61329987,61329994,37.3,6.71,0
61329987,61323237,128.33,23.1,0
61329987,5835143872,37.64,5.42,0
61329988,61329998,104.75,18.85,0
61329988,61324202,59.2,10.66,0
61329988,61330106,72.4,13.03,0
61329994,61327617,72.74,13.09,0
61329994,61329987,37.3,6.71,0
61329994,61323436,243.97,43.91,0
61329998,61330107,111.03,19.99,0
61329998,61329988,104.75,18.85,0
61330009,61330013,177.32,31.92,0
61330009,61330464,52.34,6.28,0
61330013,61330009,177.32,31.92,0
61330016,61330577,10.91,1.57,0
61330016,61330026,103.36,12.4,0
61330020,61322761,187.28,33.71,0
61330020,61333809,83.72,12.06,0
61330020,61321303,68.56,9.87,0
61330022,8356245767,50.38,9.07,0
61330022,7875154233,84.99,15.3,0
61330022,61322761,103.24,14.87,0
61330026,61321992,27.79,3.33,0
61330029,61322778,98.08,14.12,0
61330029,61321994,24.13,3.48,0
61330039,61321823,40.19,5.79,0
61330039,61321257,154.66,27.84,0
61330039,61333815,86.76,12.49,0
61330048,5274421277,18.05,3.25,0
61330048,61330050,30.43,3.65,0
61330050,61330048,30.43,3.65,0
61330072,5175238805,35.67,4.28,0
61330072,61321823,171.38,30.85,0
61330081,61318428,47.81,8.61,0
61330081,61330128,118.91,21.4,0
61330081,61322306,155.29,27.95,0
61330085,61330709,89.73,16.15,0
61330085,61322308,116.1,16.72,0
61330085,61321971,70.4,10.14,0
61330085,61322699,125.56,22.6,0
61330091,61321502,154.93,37.18,0
61330091,61318484,74.7,8.96,0
61330091,61322703,78.93,9.47,0
61330092,61318475,55.08,7.93,0
61330106,61329998,107.44,19.34,0
61330106,61329988,72.4,13.03,0
61330107,61322154,155.56,28,0
61330107,61322299,26.56,4.78,0
61330107,61329998,111.03,19.99,0
61330128,61322845,159.41,28.69,0
61330128,61322162,235.1,42.32,0
61330139,61318469,75.75,9.09,0
61330139,61323028,90.87,10.9,0
61330139,61323774,62.49,7.5,0
61330139,61323566,101.96,12.24,0
61330207,61328279,77.16,13.89,0
61330207,61323217,62.38,8.98,0
61330217,61330207,37.38,6.73,0
61330217,61327681,90.19,12.99,0
61330219,61333919,145.5,26.19,0
61330219,61322186,53.64,9.66,0
61330219,61323306,66.88,12.04,0
61330248,61333888,66.86,12.04,0
61330263,61322489,82.31,11.85,0
61330278,61329035,499.67,89.94,0
61330278,61330289,105.75,12.69,0
61330278,61329487,107.58,12.91,0
61330278,61323770,70.78,12.74,0
61330284,61323306,113.39,20.41,0
61330284,2559968314,40.35,7.26,0
61330284,2562495462,69.77,12.56,0
61330289,61318061,37.09,4.45,0
61330289,61330278,105.75,12.69,0
61330289,61323733,70.28,12.65,0
61330297,61332549,27.16,3.26,0
61330297,61321453,24.44,4.4,0
61330310,1530477577,11.3,1.36,0
61330310,11160127821,68.69,8.24,1
61330310,8508760490,55.24,6.63,0
61330315,61329172,119.52,14.34,1
61330317,61321774,31.92,3.83,0
61330317,61330319,56.99,6.84,1
61330319,61329079,20.06,2.41,1
61330319,282405331,28.51,3.42,0
61330378,61327730,40.94,4.91,0
61330412,61323504,35.59,5.13,0
61330442,61317398,35.53,5.12,0
61330445,61330447,36.78,5.3,0
61330447,61329487,308.27,55.49,0
61330447,61329005,192.17,34.59,0
61330447,61330445,36.78,5.3,0
61330449,61330451,31.99,4.61,0
61330449,61325426,50.9,7.33,0
61330449,61318434,160.62,28.91,0
61330451,61330449,31.99,4.61,0
61330464,61322954,9.86,1.18,0
61330464,61322149,38.6,6.95,0
61330468,61321086,28.18,4.06,0
61330470,61329650,35.51,5.11,0
61330486,61330514,50.96,9.17,0
61330486,61330514,66.63,11.99,0
61330486,61324792,57.81,10.41,0
61330514,61329483,48.4,8.71,0
61330514,61330486,50.96,9.17,0
61330514,61330486,66.63,11.99,0
61330540,9907930022,27.71,4.99,0
61330555,61321371,75.83,10.92,0
61330555,61321103,226.42,40.75,0
61330561,61332996,31.24,4.5,0
61330561,61327363,68.23,12.28,0
61330561,61317675,89.17,16.05,0
61330577,61330016,10.91,1.57,0
61330577,61330713,69.62,8.35,0
61330577,61322987,220.34,39.66,0
61330591,61332756,48.1,5.77,0
61330591,61322647,45.31,8.15,0
61330593,61330591,68.46,12.32,0
61330593,61318595,90.19,16.23,0
61330595,61324738,36.21,5.21,0
61330599,5835143863,30.33,4.37,0
61330610,61332746,55.96,8.06,0
61330610,61324570,145.25,20.92,0
61330610,61317369,72.93,10.5,0
61330640,61321140,37.7,6.79,0
61330640,61321685,66.56,9.58,0
61330641,61332712,40.03,4.8,0
61330641,61327402,145.33,26.16,0
61330641,5425887467,73.58,13.25,0
61330688,61318074,226.94,23.34,0
61330709,61323264,34.62,6.23,0
61330709,61330085,89.73,16.15,0
61330709,61321970,69.76,10.05,0
61330713,61330715,10.91,1.57,0
61330713,61321515,94.06,11.29,0
61330713,6590017300,89.04,16.03,0
61330715,61330713,10.91,1.57,0
61330715,61330016,68.37,8.2,0
61330797,61333001,39.89,5.74,0
61330797,61328117,73.72,13.27,0
61331751,61322206,107.34,12.88,1
61331751,941442904,212.9,25.55,0
61331756,12138528838,77.13,13.88,0
61331756,61328072,68.09,12.26,0
61331756,61321123,103.86,18.69,0
61331770,61331751,115.47,13.86,1
61331783,564527477,73.77,10.62,0
61331783,61327065,134.56,24.22,0
61331802,61333005,24.08,3.47,0
61331802,61318140,78.95,9.47,0
61331802,61323066,42.87,6.17,0
61331824,61333698,54.96,9.89,0
61331824,61323032,69.93,10.07,0
61331824,61323022,102.11,14.7,0
61331830,61318087,95.28,17.15,0
61331830,313974302,85.06,12.25,0
61331830,61328079,122.03,21.96,0
61331832,540399232,62.43,11.24,0
61331832,61322647,56.24,10.12,0
61331837,61323453,101.24,14.58,0
61331837,61321125,67.07,12.07,0
61331841,61321123,69.74,12.55,0
61331841,61327634,86.72,15.61,0
61331842,61328060,135.13,24.32,0
61331842,61321125,71.26,8.55,0
61331850,61283126,133.69,24.06,0
61331850,61328344,123.69,22.26,0
61331850,61321743,94.61,13.62,0
61331888,540399232,95.26,17.15,0
61331888,61322354,81.46,14.66,0
61331888,61328031,71.86,8.62,0
61331888,558677508,71.69,8.6,0
61331901,61328014,52.51,9.45,0
61331916,61322615,11.54,2.08,0
61331916,2657882686,103.42,18.62,0
61331916,61327588,187.82,22.54,0
61331926,61323964,270.08,32.41,0
61331982,61318540,46.7,6.72,0
61332018,61322249,9.28,1.11,0
61332018,61329961,66.68,8,0
61332020,61321268,47.61,5.71,0
61332030,621088965,65.7,9.46,0
61332035,61322160,52.9,6.35,0
61332037,61318138,60.12,8.66,0
61332039,61320989,30.74,3.69,0
61332041,61332043,27.71,3.33,0
61332043,61321187,70.65,12.72,0
61332043,61332041,27.71,3.33,0
61332052,7890239961,57.54,8.29,0
61332054,7875154233,50.88,6.11,0
61332058,61333938,89.83,16.17,0
61332058,12138790516,67.63,8.12,0
61332060,61321166,50.11,7.22,0
61332078,61329665,52.79,7.6,0
61332151,5175238806,66.24,7.95,0
61332243,460211135,44.81,5.38,0
61332264,61328402,19.36,2.79,0
61332264,61333300,82.32,11.85,0
61332281,61321278,41.57,4.99,0
61332285,8365868694,46.76,6.73,0
61332320,61332264,102.18,14.71,0
61332320,61321836,35.29,5.08,0
61332340,634899080,179.44,21.53,0
61332347,61327632,30.6,4.41,0
61332347,61332347,95.71,13.78,0
61332353,7045500437,148.02,21.31,0
61332356,621088965,9.26,1.33,0
61332428,61328830,124.09,22.34,0
61332443,61321685,57.18,8.23,0
61332443,61327545,49.9,7.19,0
61332443,61328309,40.25,5.8,0
61332447,61317553,39.96,7.19,0
61332447,61332703,43.27,6.23,0
61332465,61317537,62.79,9.04,0
61332500,61328936,39.94,4.79,0
61332500,997441938,35.26,4.23,0
61332515,61318571,124.99,15,0
61332549,61330297,27.16,3.26,0
61332553,61321288,20.93,3.01,0
61332558,61332629,60.31,8.68,0
61332560,61320976,49.05,5.89,0
61332566,61329968,74.04,13.33,0
61332586,61332737,42.47,6.12,0
61332586,61327320,58.98,10.62,0
61332586,61321522,50.59,9.11,0
61332620,5175392032,62.32,7.48,0
61332620,61332566,220.26,39.65,0
61332629,61324804,44.11,7.94,0
61332629,61332558,60.31,8.68,0
61332640,61324817,170.22,30.64,0
61332640,61329634,79.06,14.23,0
61332640,7569779758,31.13,3.74,0
61332703,61332447,43.27,6.23,0
61332712,61330641,40.03,4.8,0
61332727,61332730,32.99,3.96,0
61332730,61317545,47.35,5.68,0
61332730,61332727,32.99,3.96,0
61332737,61332586,42.47,6.12,0
61332746,61330610,55.96,8.06,0
61332756,61330591,48.1,5.77,0
61332795,61321162,346.41,62.35,0
61332795,2657911026,33.63,4.04,0
61332795,61323557,37.62,6.77,0
61332838,61332853,6.13,1.1,0
61332838,61321970,38.55,6.94,0
61332838,61323264,68.37,12.31,0
61332853,61332838,6.13,1.1,0
61332853,61332858,57.95,6.95,0
61332853,61321559,66.35,11.94,0
61332858,61332853,57.95,6.95,0
61332938,61323589,155.51,22.39,0
61332946,61329472,60.76,7.29,0
61332946,61332946,52.4,6.29,0
61332946,61332946,52.4,6.29,0
61332985,61321812,20.54,2.96,0
61332994,61321537,28.07,3.37,0
61332996,61330561,31.24,4.5,0
61332998,61322778,31.99,3.84,0
61333001,61330797,39.89,5.74,0
61333005,61331802,24.08,3.47,0
61333016,11639940379,36.48,4.38,0
61333295,61327785,445.29,53.43,0
61333300,61332264,82.32,11.85,0
61333358,61327022,133.55,16.03,0
61333510,61333718,33.49,6.03,0
61333510,61328896,65.01,11.7,0
61333510,7050551099,32.36,5.83,0
61333553,61326782,62.5,11.25,0
61333553,8519044531,18.74,2.7,0
61333553,11749358460,262.45,47.24,0
61333558,61327212,115.3,16.6,0
61333558,11749358459,58.53,8.43,0
61333571,11119143182,21.61,2.59,0
61333571,8356245766,34.84,4.18,0
61333571,61321466,40.12,4.81,0
61333594,318643754,11.5,1.38,0
61333594,61327545,45.54,5.46,0
61333650,61333651,37.69,4.52,0
61333650,1092559865,86.72,10.41,0
61333651,61333650,37.69,4.52,0
61333651,1092555148,32.09,3.85,0
61333655,61324065,98.48,17.73,0
61333670,61323347,104.73,18.85,0
61333670,61326758,133.03,23.95,0
61333677,61327089,60.41,8.7,0
61333677,61318588,117.6,21.17,0
61333688,61333677,15.41,2.22,0
61333698,61321378,71.11,12.8,0
61333698,61331824,54.96,9.89,0
61333698,61323032,70.75,10.19,0
61333718,7050551099,21.3,3.83,0
61333718,61318433,62.79,11.3,0
61333718,61333510,33.49,6.03,0
61333798,61323303,43.44,5.21,0
61333798,61323757,28.18,3.38,0
61333809,61329643,17.81,2.57,0
61333809,7875154233,93.64,16.86,0
61333809,61330020,83.72,12.06,0
61333815,61322773,196.8,35.42,0
61333815,61330048,54.41,9.79,0
61333815,61330039,86.76,12.49,0
61333815,61329643,154.8,22.29,0
61333828,61318541,16.23,1.95,0
61333828,61321338,99.85,17.97,0
61333833,61322810,504.05,60.49,0
61333833,61322979,216.16,25.94,0
61333833,61327649,181.75,21.81,0
61333888,7632290667,6.87,1.24,0
61333902,61333828,32.74,3.93,0
61333902,61322915,223.33,26.8,0
61333919,61318538,49.91,8.98,0
61333919,61330219,145.5,26.19,0
61333919,61323126,15.06,2.71,0
61333938,2562528671,6.91,1.24,0
61333938,61323229,81.28,14.63,0
61333959,61333964,39.21,5.65,0
61333964,61324777,86.38,15.55,0
61333964,61333959,39.21,5.65,0
71921746,71922831,54.82,9.87,0
71921746,61327700,221.69,39.9,0
71922831,71948472,14.55,2.62,0
71922831,61324807,68.2,9.82,0
71949065,61321639,54.41,9.79,0
75224819,61321607,76.54,13.78,0
75235297,61322751,381.07,45.73,0
75235297,61318530,99.63,11.96,0
82799639,11729585231,16.86,3.04,0
82799639,61325523,61.27,11.03,0
269964951,61329176,104.87,15.1,0
276249698,61318101,74.55,10.74,0
276252929,3403172498,182.45,21.89,0
276252929,2472342376,458.84,55.06,1
276252929,61328222,100.57,12.07,1
277666264,61322113,226.65,32.64,0
277667224,61326478,19.54,2.35,0
277667224,61323312,24.27,2.91,0
277667281,61318087,54.27,5.58,0
277667281,61326149,38.72,4.65,1
277667346,61329818,51.85,7.47,1
278938832,5391231523,98.52,17.73,0
278938832,61329798,154.66,27.84,0
278938832,5937411739,63.56,9.15,0
278938832,61322473,109.1,19.64,0
278949259,1220628101,94.21,13.57,0
278949259,11013243761,193.4,23.21,1
278950328,61326700,159.33,19.12,1
279149791,61329938,71.21,8.55,0
282405331,61329079,30.79,3.7,0
282405331,61329065,11.37,2.05,0
286557423,61324362,108.26,19.49,0
286557423,61324412,34.57,6.22,0
313974302,61322085,1.78,0.26,0
313974302,61331830,85.06,12.25,0
313974302,7631024548,40.95,4.91,0
314502508,61318615,42.19,6.08,0
314502508,365950922,57.37,8.26,0
314502508,61321817,88.61,10.63,0
318643754,61333594,11.5,1.38,0
318643754,61321685,47.39,6.82,0
318643754,61329208,64.59,7.75,0
365950922,61318597,355.49,51.19,0
387908358,61322154,11.73,1.69,0
387908358,1077645749,53.72,9.67,0
412279713,412279714,35.05,4.21,0
412279713,61318456,67.3,12.11,0
412279714,412279713,35.05,4.21,0
460211135,1169038890,54.56,6.55,0
460211135,61332243,44.81,5.38,0
460211135,61328900,133.95,19.29,0
469291334,61318065,48.4,5.81,0
469402813,6594044182,31.81,3.82,0
469402813,11697851032,51.74,6.21,0
540399232,61331888,95.26,17.15,0
540399232,61331832,62.43,11.24,0
540399232,11736910644,76.28,10.98,0
540399235,564527477,49.99,9,0
540399260,558677508,70.66,10.17,0
540399260,11736910644,30.79,4.43,0
544110086,4173900794,360.77,51.95,0
558677508,61322377,57.63,6.92,0
558677508,61320986,148.72,17.85,0
558677508,61331888,71.69,8.6,0
558677508,540399260,70.66,10.17,0
560838097,61329266,64.76,9.33,0
564527477,61320986,48.71,8.77,0
567777297,61317333,138.86,25,0
567777297,61328105,45.48,8.19,0
567777297,61318101,146.29,26.33,0
568123402,1705790246,22.36,3.22,0
568123402,61321828,129.43,23.3,0
568128732,61322874,113.51,16.35,0
568218934,568219843,32.19,3.31,1
568218934,568218971,41.49,4.27,0
568218971,61324636,188.88,19.43,1
568219843,61326058,141.62,14.57,1
581621478,61328432,101.34,10.42,1
581621478,61328128,315.31,32.43,1
614371129,61326788,66.38,9.56,0
621088965,61332356,9.26,1.33,0
621088965,61332030,65.7,9.46,0
621088965,61318546,44.5,6.41,0
621112719,61323168,31.03,5.58,0
621112719,61324449,67.19,12.09,0
621112719,61329178,39.83,7.17,0
621117317,61327781,67.39,12.13,0
621117317,61321321,69.67,10.03,0
625102161,11229037687,50.5,7.27,0
625102161,61326600,70.8,10.19,0
625107838,61321431,41.64,7.5,0
625107838,61333558,116.63,41.99,0
625107838,61329574,50.59,9.11,0
634897719,1421366892,34.7,4.16,0
634897719,4173900795,29.13,3.5,1
634899080,61332340,179.44,21.53,0
634899080,3401235867,54.18,6.5,1
634899414,3401235867,61.36,7.36,1
634899414,61317607,275.52,33.06,1
634899420,61318093,50.81,6.1,0
634899420,3401235869,42.4,5.09,1
723358475,4726175802,154.94,18.59,0
723358475,1053454370,65.4,9.42,0
941442904,61326067,23.52,2.12,1
941442904,61321864,38.08,4.57,0
941442904,10119781451,54.84,6.58,0
941834416,2095738376,26.57,3.19,0
941834416,61321211,44.98,5.4,0
945806821,7626171293,14.66,2.64,0
945806821,9888541498,7.38,1.33,0
945806832,5923251283,17.75,3.2,0
945806832,945806821,74.7,8.96,0
945806832,9894803161,57.26,10.31,0
997441938,61324505,42.55,5.11,0
997441938,61332500,35.26,4.23,0
1001516277,61325530,75.43,13.58,0
1001516277,8754542700,36.76,6.62,0
1001516277,2049832619,52.9,9.52,0
1009702849,61327635,182.92,18.81,0
1009702849,11749322588,9.08,1.31,0
1052761909,1052777483,9.48,1.71,0
1052761909,61318626,84.75,15.25,0
1052761909,3620902829,183.09,32.96,0
1052777483,1052761909,9.48,1.71,0
1052777483,8602936356,61.24,11.02,0
1052777483,2396898923,63.08,7.57,0
1052777503,4726175802,55.63,10.01,0
1052777503,3620902834,111.63,20.09,0
1053454370,1052777503,182.31,32.82,0
1053454370,61318586,154.02,22.18,0
1053454370,61323890,159.85,23.02,0
1053454370,6100432137,236.85,34.11,0
1053508694,9953660276,10.81,1.3,0
1053508694,61329577,82.87,14.92,0
1053541747,1053541779,11.2,1.34,0
1053541747,61327252,63.35,7.6,0
1053541747,1053541775,63.95,7.67,0
1053541749,1053541777,11.06,1.99,0
1053541749,61326634,77.1,13.88,0
1053541749,1053541773,209.87,25.18,0
1053541757,1053541762,15.76,1.89,0
1053541757,61322110,266.65,32,0
1053541761,1053508694,136.53,16.38,0
1053541761,61327354,76.67,11.04,0
1053541762,1053541775,11.27,1.35,0
1053541762,1053541779,70.08,8.41,0
1053541764,1053541757,11.83,1.42,0
1053541773,1053541778,12.93,1.55,0
1053541773,1053541761,171.06,20.53,0
1053541773,61327333,78.41,11.29,0
1053541775,1053541764,15.87,1.9,0
1053541775,3616266412,207.01,21.29,0
1053541777,1053541749,11.06,1.99,0
1053541777,61327262,63.65,11.46,0
1053541777,1053541747,139.16,16.7,0
1053541778,1053541773,12.93,1.55,0
1053541778,1053541777,214.55,25.75,0
1053541778,61327169,65.58,11.8,0
1053541779,1053541747,11.2,1.34,0
1053541779,61327141,76.95,9.23,0
1053541779,1053541749,138.46,16.62,0
1068730291,61323525,9.05,1.09,1
1068730291,61318628,30.56,3.67,0
1077645749,61327432,17.68,3.18,0
1077645749,61317759,38.45,6.92,0
1078210009,61317759,64.4,11.59,0
1092493173,1092645782,7.35,0.88,0
1092493173,61321444,13.09,1.57,0
1092493173,1092777772,182.63,21.92,0
1092493904,61329896,36.28,4.35,1
1092493904,61326691,192.81,23.14,1
1092493914,1797776954,24.97,3,0
1092493914,61321444,224.54,26.95,0
1092555148,61333651,32.09,3.85,0
1092559826,61333651,37.3,4.48,0
1092559826,1092559865,87.37,10.48,0
1092559865,61317385,35.11,4.21,0
1092559865,1092559826,87.37,10.48,0
1092559890,61317375,25.39,3.05,0
1092559890,61317385,89.77,10.77,0
1092559890,1092559826,34.16,4.1,0
1092645782,1092493173,7.35,0.88,0
1092645782,61324037,81.63,9.8,0
1092645782,1092645783,95.88,11.51,0
1092645783,1092645789,42.21,5.07,0
1092645783,1636232447,69.24,8.31,0
1092645789,1636232447,48.9,5.87,1
1092645789,1092645795,9.15,1.1,1
1092645792,1092777753,43.66,5.24,0
1092645792,1092493173,80.94,9.71,0
1092645795,1092645798,40.3,4.84,0
1092645795,1092645789,9.15,1.1,1
1092645795,61326691,49.47,5.94,1
1092645798,1092645792,19.23,2.31,0
1092777749,1092777753,208.05,24.97,0
1092777749,1092777772,79.18,9.5,0
1092777753,1092777749,160.14,19.22,0
1092777753,1092645792,43.66,5.24,0
1092777772,1092777749,79.18,9.5,0
1092777772,1797776954,38.02,4.56,0
1097147088,61321674,21.25,3.83,0
1097147088,61328166,42.71,7.69,0
1116467478,634899080,173.33,20.8,1
1144127685,61323451,112.38,16.18,0
1144127685,61331850,70.3,8.44,0
1169038890,61332243,23.11,2.77,0
1169038890,61324889,87.68,10.52,0
1169038890,61324755,87.69,15.78,0
1184820759,61321866,152.73,27.49,0
1220427140,61321110,60.38,10.87,0
1220427140,61326609,52.2,9.4,0
1220427140,61321094,75.47,10.87,0
1220427140,5921511441,46.89,6.75,0
1220628101,9627491318,74.86,10.78,0
1220628101,278949259,94.21,13.57,0
1220628101,9634533325,87.02,12.53,0
1220628101,1525023004,78.79,11.35,0
1271546156,61321682,33.16,5.97,0
1271546156,1271546158,85.32,10.24,0
1271546158,61322316,55.73,10.03,0
1271546158,1271546156,85.32,10.24,0
1330240856,61322538,36.61,4.39,0
1330240856,7049937043,34.05,4.09,0
1331632692,1331632703,75.52,9.06,0
1331632703,5530123248,9.56,1.15,0
1331632703,1331632692,75.52,9.06,0
1331632703,61322037,23.13,2.78,0
1400112145,6568448062,30.82,5.55,0
1400112145,61323229,158.16,28.47,0
1400112145,1400112148,10.03,1.8,0
1400112148,61323306,68.57,12.34,0
1400112148,1400112145,10.03,1.8,0
1400112148,2562495462,92.66,16.68,0
1418792729,61318541,11.15,1.34,0
1418792729,61333902,44.62,5.35,0
1418792729,61318542,45.45,5.45,0
1418826592,634897719,642.78,77.13,1
1418826592,3401235868,43.64,5.24,1
1421366892,4173900795,27.89,3.35,0
1421366892,6593964947,280.92,40.45,0
1469359665,61323466,6.96,1,0
1469359665,61321853,175.29,25.24,0
1469359665,61323489,65.26,9.4,0
1469359670,1469359717,66.5,9.58,0
1469359670,61323495,104.49,18.81,0
1469359670,1469359719,8.02,1.15,0
1469359717,1469359670,66.5,9.58,0
1469359717,61321853,93.15,13.41,0
1469359717,61323489,10.85,1.56,0
1469359719,61321853,147.05,21.17,0
1469359719,61323062,101.99,14.69,0
1469359719,1469359670,8.02,1.15,0
1480173294,61322336,64.38,7.73,0
1525023004,1220628101,78.79,11.35,0
1530477577,61330310,11.3,1.36,0
1530477577,61321774,172.74,20.73,1
1530477577,9137933774,107.52,12.9,0
1548095784,61318627,11.89,2.14,0
1548095784,2742595194,62,11.16,0
1548095784,2742829796,61.2,8.81,0
1572160627,61318453,47.02,5.64,0
1636232447,1092645789,48.9,5.87,1
1636232447,4173900795,13.75,1.65,1
1705790246,61321593,35.82,5.16,0
1705790246,568123402,22.36,3.22,0
1708499172,1708499291,109.77,13.17,0
1708499172,61325439,55.97,8.06,0
1708499172,61324445,64.81,9.33,0
1708499291,1708499361,34.34,4.12,0
1708499361,1708499291,11.4,1.37,0
1708499361,61324458,49.96,5.99,0
1722449464,61328085,116.46,20.96,0
1722449464,1722449465,41.09,5.92,0
1722449465,1722449464,41.09,5.92,0
1797776954,61321060,333.73,40.05,0
1839951958,61329199,119.51,21.51,0
1839951958,61321986,74.45,13.4,0
1839951959,1839951958,52.74,9.49,0
1881894609,61323090,54.72,6.57,0
1881894769,61322508,70.07,8.41,0
1986708487,568219843,48.85,5.02,0
1986708487,61283293,27.31,2.81,1
1986708490,7579360324,9.41,1.35,0
1986708490,61326145,212.95,21.9,0
1986708490,11749322588,20.94,2.51,0
2014367508,61318175,132.35,23.82,0
2014367508,11704524803,111.11,20,0
2049832619,61325608,35.37,6.37,0
2095738376,941834416,26.57,3.19,0
2095738376,7961281573,16.62,1.99,0
2103426786,61324492,26.49,3.18,0
2103426786,2103426786,819.29,98.31,0
2322627266,61318480,9.19,1.65,0
2322627266,61323417,92.86,13.37,0
2338815692,61318532,22.29,2.67,0
2338815692,61318535,59.92,8.63,0
2396898923,3622695526,306.57,44.15,0
2472342376,4978327603,39.29,4.72,1
2472342376,276252929,462.49,55.5,1
2559934204,8729939587,129.38,15.53,0
2559934204,61329142,230.15,33.14,0
2559968283,2562494270,94.79,17.06,0
2559968283,2559968303,107.85,12.94,0
2559968287,2559968299,9.83,1.42,0
2559968287,2559968298,96.83,11.62,0
2559968287,2562522840,78.04,11.24,0
2559968298,2559968303,9.25,1.33,0
2559968298,2559968311,101.18,12.14,0
2559968298,5617765740,183.5,22.02,0
2559968299,2559968287,9.83,1.42,0
2559968299,3306934506,60.21,7.23,0
2559968303,2559968298,9.25,1.33,0
2559968303,2562504741,87.37,15.73,0
2559968303,2559968299,94.07,11.29,0
2559968311,61327517,92.26,11.07,0
2559968311,2559968283,11.44,1.65,0
2559968314,2559968283,48.11,5.77,0
2562483347,2562483349,115.71,20.83,0
2562483347,61321817,538.9,97,0
2562483349,2562483347,115.71,20.83,0
2562483349,2562509782,155.83,28.05,0
2562483349,2562483350,80.04,14.41,0
2562483350,2559968311,277.2,49.9,0
2562483350,61323750,111.44,20.06,0
2562483350,2562483349,80.04,14.41,0
2562486744,2562483350,107.67,19.38,0
2562486744,2562512830,56.92,8.2,0
2562486744,2562509782,114.22,20.56,0
2562494269,61321083,91.61,16.49,0
2562494270,2562494269,89.11,16.04,0
2562494270,2562500145,111.02,19.98,0
2562495462,61330284,69.77,12.56,0
2562495462,2562497994,58.3,10.49,0
2562497994,2562495462,58.3,10.49,0
2562500145,2562504738,77.32,13.92,0
2562500145,2562504741,9.11,1.64,0
2562504735,2559968299,130.67,23.52,0
2562504735,2562504737,81.14,14.61,0
2562504737,2562504738,8.61,1.55,0
2562504737,2562504741,78.23,14.08,0
2562504737,2562504735,81.14,14.61,0
2562504738,2562504737,8.61,1.55,0
2562504738,12138790517,26.51,3.82,0
2562504741,2559968303,87.37,15.73,0
2562504741,2562500145,9.11,1.64,0
2562509782,61323601,85.39,15.37,0
2562509782,61323727,268.39,48.31,0
2562509782,2562486744,114.22,20.56,0
2562512830,2562486744,56.92,8.2,0
2562522840,2562483347,198.92,35.81,0
2562522840,2559968287,78.04,11.24,0
2562528671,61333938,6.91,1.24,0
2562528671,61323765,159.38,28.69,0
2562528671,61318470,90.35,16.26,0
2631437818,61324449,99.96,17.99,0
2654864207,61328794,6.85,0.82,0
2654864207,61321607,114.25,20.56,0
2657882665,61324059,8.53,1.54,0
2657882665,61324061,93.17,16.77,0
2657882665,2657882666,82.31,9.88,0
2657882666,61331916,217.27,26.07,0
2657882666,7047467428,6.18,0.74,0
2657882686,61331916,103.42,18.62,0
2657911026,61332795,33.63,4.04,0
2657922586,7045500437,2.54,0.3,0
2657922586,61317705,176.88,31.84,0
2657922586,61324829,113.23,13.59,0
2666089449,12552950452,279.89,25.19,1
2675243995,61318467,31.31,5.64,0
2676333871,61323347,84.7,15.25,0
2676333871,11729769539,69.77,12.56,0
2709309384,61322401,10.44,1.25,0
2709309384,61324183,56.29,6.76,0
2742595194,61327169,75.83,13.65,0
2742595194,9888541497,11.94,2.15,0
2742595194,1548095784,62,11.16,0
2742713339,61283373,56.5,6.78,0
2742829796,1548095784,61.2,8.81,0
2764945127,61327320,82.05,11.82,0
2918219392,61321968,104.01,12.48,0
2918219392,61327504,94.01,11.28,1
3164747603,61332730,14.19,1.7,0
3164747603,61322421,8.84,1.06,0
3306934506,5645093170,187.57,22.51,0
3306934506,61324087,187.69,27.03,0
3401235867,1418826592,5.36,0.64,1
3401235868,634899420,7.79,0.93,1
3401235869,634899414,8.98,1.08,1
3401235870,61322089,4.62,0.55,1
3403172498,61328175,12.63,1.52,1
3403172499,4978327603,256.28,36.9,0
3403172499,4978289961,86.37,12.44,1
3417564301,61322751,22.86,2.74,0
3417564301,3417564306,12.45,1.49,0
3452126837,61324264,7.37,0.88,0
3452126837,61324405,73.08,10.52,0
3452126837,61324314,77.1,9.25,0
3464484759,11011483244,50.68,9.12,0
3603121554,61326788,93.05,16.75,0
3603121554,61329201,41.54,4.98,0
3603121554,2338815692,13.17,1.9,0
3616266412,61324245,12.99,1.34,0
3620902829,3620902834,7.92,0.95,0
3620902829,1052777503,112.68,20.28,0
3620902834,3620902829,7.92,0.95,0
3620902834,1052777483,180.88,32.56,0
3620929818,61321483,193.66,27.89,0
3622695526,1052736143,42.8,6.16,0
3622695526,61330688,48.66,5.84,0
